ipo_firm,year,originality,generality
8x8 Inc,2014,0.19100887176396592,0.07908869919158801
8x8 Inc,2015,0.29354474361834326,0.1711111111111111
8x8 Inc,2016,0.2709659863634507,0.0
A10 Networks Inc,2009,0.0,0.0
A10 Networks Inc,2010,0.21759259259259264,0.35906686791493486
A10 Networks Inc,2011,0.1875,0.2825
A10 Networks Inc,2012,0.096,0.07786607105326904
A10 Networks Inc,2013,0.09026244267029046,0.06809919313480726
A10 Networks Inc,2014,0.1263087021190165,0.06168466628320895
A10 Networks Inc,2015,0.17027835042209258,0.09461646848579945
A10 Networks Inc,2016,0.2522486953836854,0.05270539324880166
A123 Systems Inc,2006,0.3761777777777774,0.11570247933884281
A123 Systems Inc,2007,0.19651056014692403,0.13265306122448983
A123 Systems Inc,2008,0.31734113599270597,0.13870812584880035
A123 Systems Inc,2009,0.3523526230394807,0.35640495867768607
A123 Systems Inc,2010,0.4213030157891421,0.22285613504661123
A123 Systems Inc,2011,0.25394866155259305,0.185
A123 Systems Inc,2012,0.2787595400204622,0.1576276770364147
A123 Systems Inc,2013,0.33175550874974785,0.3889518456166604
A123 Systems Inc,2014,0.26372797596885966,0.264658244250081
A123 Systems Inc,2015,0.28614004817536587,0.0816326530612245
A123 Systems Inc,2016,0.1952683578596728,0.0
Aastrom Biosciences Inc,1997,0.5625,0.22448979591836732
Aastrom Biosciences Inc,1999,0.0,0.36734693877551017
Aastrom Biosciences Inc,2000,0.31141868512110726,0.25
Aastrom Biosciences Inc,2001,0.0,0.0
Aastrom Biosciences Inc,2004,0.5748393021120294,0.0
Aastrom Biosciences Inc,2010,0.24489795918367352,0.21875
Aastrom Biosciences Inc,2012,0.5387500000000001,0.2777777777777777
Aastrom Biosciences Inc,2013,0.37875000000000003,0.2222222222222222
Aastrom Biosciences Inc,2014,0.345679012345679,0
Aavid Thermal Technologies,1998,0.38999999999999996,0.7729591836734694
Aavid Thermal Technologies,1999,0.4444444444444444,0.6435986159169551
Aavid Thermal Technologies,2000,0.44753086419753085,0.0
Aavid Thermal Technologies,2001,0.15088435374149656,0.33481481481481473
Aavid Thermal Technologies,2003,0.61,0.5138888888888888
Aavid Thermal Technologies,2004,0.3240624999999999,0.3055555555555556
Aavid Thermal Technologies,2006,0.42603550295857995,0.53125
Aavid Thermal Technologies,2007,0.0,0.4444444444444444
Aavid Thermal Technologies,2012,0.640495867768595,0.6666666666666667
Aavid Thermal Technologies,2013,0.0,0.0
Aavid Thermal Technologies,2015,0.6122448979591837,0.5925925925925926
Aavid Thermal Technologies,2016,0.5858400529920417,0.0
Abaxis,1991,0.59375,0.33673469387755106
Abaxis,1992,0.21875,0.3641975308641975
Abaxis,1993,0.4630065359477123,0.5042162698412699
Abaxis,1994,0.6334876543209876,0.5493297910880328
Abaxis,1995,0.5213605052356419,0.6292983119173595
Abaxis,1996,0.2560553633217993,0.6857817507168157
Abaxis,1997,0.487145061728395,0.7085242425598206
Abaxis,1998,0.796875,0.0
Abaxis,1999,0.796875,0.0
Abaxis,2001,0.552024983563445,0.25
Abaxis,2004,0.15122873345935733,0.5599999999999999
Abaxis,2007,0.345679012345679,0.5
Abaxis,2010,0.33673469387755106,0
Abaxis,2011,0.35069444444444453,0
Abaxis,2012,0.0,0.0
Abaxis,2013,0.37717013888888884,0.2222222222222222
Abaxis,2014,0.2926191165123457,0.0
Abaxis,2015,0.4045616686343959,0.125
Abaxis,2016,0.5554972222222222,0.0
ABC Rail Products,1988,0.0,0.0
ABC Rail Products,1989,0.2777777777777777,0.0
ABC Rail Products,1990,0.0,0.0
ABC Rail Products,1992,0.0,0
ABC Rail Products,1993,0.0,0
ABC Rail Products,1994,0.375,0.5
ABC Rail Products,1995,0,0
ABC Rail Products,1996,0.0,0.3474999999999999
ABC Rail Products,1997,0.0,0.0
ABC Rail Products,1998,0.2361111111111111,0.3148148148148148
ABC Rail Products,2000,0.125,0.0
ABC Rail Products,2001,0.5,0
Abercrombie & Fitch,2007,0,0
Abercrombie & Fitch,2008,0,0
Abercrombie & Fitch,2012,0,0
Abgenix Inc,1999,0.49102040816326525,0.28589876033057854
Abgenix Inc,2000,0.2902376228269085,0.49186477290771174
Abgenix Inc,2001,0.653061224489796,0.24
Abgenix Inc,2002,0.5154950869236584,0.5625
Abgenix Inc,2003,0.4600000000000001,0.4600000000000001
Abgenix Inc,2004,0.4360204081632653,0.328242689375438
Abgenix Inc,2005,0.24,0.0
Abgenix Inc,2006,0.5598771076023792,0.1234088983006732
Abgenix Inc,2007,0.654125235151841,0.16262975778546707
Abgenix Inc,2008,0.6518128134162766,0.0
Abgenix Inc,2009,0.6611237087427564,0.0
Abgenix Inc,2012,0.0,0
ABIOMED,1988,0.34375,0.0
ABIOMED,1989,0.26666666666666666,0.3268858024691358
ABIOMED,1990,0.12448979591836737,0.11944444444444446
ABIOMED,1991,0.375,0.0
ABIOMED,1992,0.19999999999999996,0.17939696391494447
ABIOMED,1993,0.0,0.48611111111111105
ABIOMED,1997,0.2222222222222222,0.2222222222222222
ABIOMED,1998,0.0,0.02841206704862881
ABIOMED,2000,0.0,0.0
ABIOMED,2001,0.29866838626962067,0.05133786848072561
ABIOMED,2002,0.5142739179478618,0.1729815306238883
ABIOMED,2003,0.24337641428724374,0.3056796509188285
ABIOMED,2005,0.13304488912925905,0.0
ABIOMED,2006,0.39200475907198085,0.47880574452003016
ABIOMED,2010,0.0,0.0
ABIOMED,2011,0.20784023668639062,0.0
ABIOMED,2012,0.3695451183431953,0.21321789802289282
ABIOMED,2013,0.22396825396825393,0.26379878082920416
ABIOMED,2014,0.29513327157771846,0.12929530734533887
ABIOMED,2015,0.3649584487534626,0.3213839109050823
ABIOMED,2016,0.22700713266938646,0.0
Acacia Communications Inc,2013,0.4261551020408163,0.2777777777777777
Acacia Communications Inc,2014,0.4444444444444444,0.0
Acacia Communications Inc,2015,0.22222222222222224,0.32375
Acacia Communications Inc,2016,0.08333333333333333,0.3333333333333333
Acadia Pharmaceuticals,1999,0.0,0.4444444444444444
Acadia Pharmaceuticals,2003,0.0,0.12244897959183676
Acadia Pharmaceuticals,2004,0.0,0.4639577594123048
Acadia Pharmaceuticals,2005,0.21704931972789118,0.4585207100591716
Acadia Pharmaceuticals,2006,0.21875,0.0
Acadia Pharmaceuticals,2007,0.42683025591188856,0.2361111111111111
Acadia Pharmaceuticals,2008,0.5552008062484253,0.14814814814814814
Acadia Pharmaceuticals,2009,0.3890822424030682,0.21060090702947845
Acadia Pharmaceuticals,2010,0.41935428029846245,0.11432350718065003
Acadia Pharmaceuticals,2011,0.46130487398130043,0.0
Acadia Pharmaceuticals,2012,0.0,0.0
Acadia Pharmaceuticals,2013,0.33944191067926943,0.0
Acadia Pharmaceuticals,2014,0.38270575324146766,0.21875
Acadia Pharmaceuticals,2015,0.532555887139198,0.0
Acadia Pharmaceuticals,2016,0.311093464843231,0.0
Accelerated Networks Inc,2004,0.33259259259259255,0.3367044595616024
Acceleron Pharma Inc,2008,0.15843621399176952,0.0
Acceleron Pharma Inc,2009,0.4805130385487528,0.5619146722164412
Acceleron Pharma Inc,2010,0.3695555555555555,0.33661580129475493
Acceleron Pharma Inc,2011,0.4615543424506149,0.4506928627383582
Acceleron Pharma Inc,2012,0.48111017327871103,0.442208425953553
Acceleron Pharma Inc,2013,0.4915440754747281,0.3707539360615348
Acceleron Pharma Inc,2014,0.4757770954650965,0.3812099358974359
Acceleron Pharma Inc,2015,0.5346755614817349,0.3611111111111111
Acceleron Pharma Inc,2016,0.49956438614927967,0.3773251028806584
AccelGraphics Inc,1997,0.49382716049382713,0.0
Accent Color Sciences,1997,0.0,0.0
Accent Color Sciences,1998,0.4375,0.42418639053254437
Accent Color Sciences,2000,0.0,0
Accent Color Sciences,2001,0.5599999999999999,0.2777777777777777
Accentia Biopharmaceuticals,2012,0.5,0
Accentia Biopharmaceuticals,2014,0.5598335067637878,0.0
Accentia Biopharmaceuticals,2015,0.5748393021120294,0
Accentia Biopharmaceuticals,2016,0.5598335067637878,0
Accenture LTD,2001,0.3749989042296735,0.48870172333461115
Accenture LTD,2002,0.41126762209156775,0.5349979512200603
Accenture LTD,2003,0.3269757637508488,0.42886267161129316
Accenture LTD,2004,0.39575439484143726,0.41719185985029483
Accenture LTD,2005,0.37614653284238464,0.39681690469518804
Accenture LTD,2006,0.4136939040274461,0.3206595251307559
Accenture LTD,2007,0.36890322277658205,0.32903195247599554
Accenture LTD,2008,0.3335605210247194,0.26305905367083265
Accenture LTD,2009,0.3970052826111547,0.26374174123466365
Accenture LTD,2010,0.3072134367757271,0.19293968742812875
Accenture LTD,2011,0.27895215728309286,0.23588929134581144
Accenture LTD,2012,0.24646003344503295,0.14553803963065445
Accenture LTD,2013,0.2878220050778373,0.1676416410654824
Accenture LTD,2014,0.2650935610865075,0.16243433387508396
Accenture LTD,2015,0.22538209168933257,0.19961031846215896
Accenture LTD,2016,0.23211119520259518,0.1300095700048848
ACCO WORLD CORPORATION,1984,0.0,0.0
ACCO WORLD CORPORATION,1988,0.29925925925925917,0.41173570019723876
ACCO WORLD CORPORATION,1989,0.49586776859504145,0.0
ACCO WORLD CORPORATION,1990,0.4444444444444444,0.5
ACCO WORLD CORPORATION,1991,0.28125,0.0
ACCO WORLD CORPORATION,1992,0.2222222222222222,0.0
ACCO WORLD CORPORATION,1993,0.0,0
Accom,1992,0.31999999999999984,0.2777777777777777
Accom,1994,0.46875,0.46153846153846156
Accom,1995,0.4858928571428571,0.4261778785588309
Accom,1996,0.4557142857142856,0.40305555555555544
Accom,1997,0.3474999999999999,0.18934911242603547
Accretive Health Inc,2010,0.0,0.0
Accretive Health Inc,2014,0.0,0
Accuray Inc,1993,0.5625,0.4822485207100593
Accuray Inc,1995,0.34695290858725764,0.30222222222222217
Accuray Inc,2000,0.0,0.16896235078053268
Accuray Inc,2002,0.2551020408163267,0.12070759625390237
Accuray Inc,2004,0.23999999999999988,0.04875000000000007
Accuray Inc,2006,0.48848054846938777,0.06008872145625119
Accuray Inc,2007,0.15374859939554503,0.09789943001233636
Accuray Inc,2008,0.4537716364888071,0.3902885139271503
Accuray Inc,2009,0.36999613637925327,0.2548278505966295
Accuray Inc,2010,0.33130309369905764,0.27186892618855457
Accuray Inc,2011,0.2171707875705506,0.29977435867699925
Accuray Inc,2012,0.33326658194462283,0.35179698502844037
Accuray Inc,2013,0.38114780454261044,0.34373898730379515
Accuray Inc,2014,0.4439177847897653,0.23662892317657913
Accuray Inc,2015,0.4703553839825427,0.28246022115610864
Accuray Inc,2016,0.516507339565552,0.15636363636363637
Accuride Corp,1993,0.1875,0.20408163265306123
Accuride Corp,1994,0.375,0.5
Accuride Corp,1996,0.31999999999999984,0.0
Accuride Corp,1997,0.0,0.0
Accuride Corp,1998,0.34900284900284895,0.5257421833814185
Accuride Corp,1999,0.2735860714285714,0.34188888888888885
Accuride Corp,2000,0.05293005671077511,0.345679012345679
Accuride Corp,2001,0.29465107415013725,0.30357142857142855
Accuride Corp,2002,0.4260424898767631,0.431547619047619
Accuride Corp,2003,0.4526748971193415,0
Accuride Corp,2004,0.2604284769463341,0.11734375
Accuride Corp,2005,0.2749537244801141,0.29358906525573186
Accuride Corp,2006,0.2856106285489402,0.5355555555555557
Accuride Corp,2007,0.3737414965986394,0.41203703703703703
Accuride Corp,2008,0.12244897959183676,0.46749999999999997
Accuride Corp,2009,0.539360600207161,0.2708333333333333
Accuride Corp,2010,0.5235083884688091,0.49047619047619034
Accuride Corp,2011,0.47717668334551455,0.2311111111111111
Accuride Corp,2012,0.18515491552210347,0.4578189300411522
Accuride Corp,2013,0.36544444444444435,0.15432098765432098
Accuride Corp,2014,0.0,0.0
Accuride Corp,2015,0.5121338451758032,0.25283134374043464
Accuride Corp,2016,0.38113078503460196,0.14814814814814814
ACE Ltd,1985,0.1,0.0
ACE Ltd,1986,0.0,0.12244897959183676
ACE Ltd,1987,0.0,0.14201183431952646
ACE Ltd,1988,0.0,0.0
ACE Ltd,1989,0.0,0.0
ACE Ltd,1990,0.2222222222222222,0.0
ACE Ltd,1991,0.13594444444444445,0.0798611111111111
ACE Ltd,1992,0.17072101687486305,0.1975
ACE Ltd,1993,0.5301227488240475,0.32716049382716045
ACE Ltd,1994,0.24068948412698413,0.12962962962962962
ACE Ltd,1995,0.08499999999999996,0.14814814814814814
ACE Ltd,1996,0.17283950617283952,0.203125
ACE Ltd,1997,0.1883608815426997,0.08996539792387545
ACE Ltd,1998,0.0,0.14814814814814814
ACE Ltd,1999,0.2131076388888889,0.2335703703703704
ACE Ltd,2000,0.21238425925925922,0.187
ACE Ltd,2001,0.17532467532467533,0.17088885140833193
ACE Ltd,2002,0.47236607142857145,0.30023871527777773
ACE Ltd,2003,0.2754714421381088,0.21999999999999997
ACE Ltd,2004,0.34820526475570573,0.21626984126984128
ACE Ltd,2005,0.29356505102040814,0.375
ACE Ltd,2006,0.4524436941045166,0.21088435374149658
ACE Ltd,2007,0.3405902092921324,0.2263888888888889
ACE Ltd,2008,0.3237043163201008,0.25
ACE Ltd,2009,0.08888888888888888,0.08725761772853186
ACE Ltd,2010,0.24638070042831947,0.06349206349206349
ACE Ltd,2011,0.2679593103952078,0.11199999999999999
ACE Ltd,2012,0.2560597353247714,0.12901234567901235
ACE Ltd,2013,0.18072503527109068,0.2704504659632865
ACE Ltd,2014,0.1329662502739426,0.08333333333333333
ACE Ltd,2015,0.16139891533830925,0.2199074074074074
ACE Ltd,2016,0.17338676016361967,0.25
AcelRx Pharmaceuticals Inc,2012,0.48838775036861576,0.0
AcelRx Pharmaceuticals Inc,2013,0.5080433386943294,0.2328125
AcelRx Pharmaceuticals Inc,2014,0.49946307384359806,0.10073731138545955
AcelRx Pharmaceuticals Inc,2015,0.4938504265026782,0.0
AcelRx Pharmaceuticals Inc,2016,0.5089505931022507,0.0
Achaogen Inc,2008,0.375,0
Achaogen Inc,2012,0.23553719008264462,0.0
Achaogen Inc,2013,0.15911015887456034,0.0
Achaogen Inc,2014,0.14221383034024454,0.0
Achaogen Inc,2016,0.072021484375,0.0
Achillion Pharmaceuticals Inc,2005,0.5416666666666666,0
Achillion Pharmaceuticals Inc,2006,0.42326530612244884,0.375
Achillion Pharmaceuticals Inc,2007,0.0,0.0
Achillion Pharmaceuticals Inc,2008,0.14780521262002738,0
Achillion Pharmaceuticals Inc,2009,0.4238605335013653,0.0
Achillion Pharmaceuticals Inc,2010,0.24272727272727274,0.0
Achillion Pharmaceuticals Inc,2011,0.245,0.4526627218934911
Achillion Pharmaceuticals Inc,2012,0.3159082442500809,0.28189300411522633
Achillion Pharmaceuticals Inc,2013,0.4948979591836735,0.375
Achillion Pharmaceuticals Inc,2014,0.5202267573696145,0.0
Achillion Pharmaceuticals Inc,2015,0.38439814814814816,0.0
Achillion Pharmaceuticals Inc,2016,0.5451455458373826,0.0
Aclara Biosciences Inc,1999,0.7263177379795456,0.8013467045292343
Aclara Biosciences Inc,2000,0.6086513824552428,0.7233147197044586
Aclara Biosciences Inc,2001,0.5507445483459953,0.6719532843521359
Aclara Biosciences Inc,2002,0.517210737219791,0.3881206932075731
Aclara Biosciences Inc,2003,0.4266308916768336,0.5341785033094903
Aclara Biosciences Inc,2004,0.4838745208647491,0.33130900845186556
Aclara Biosciences Inc,2005,0.5497069183371469,0.5335688034865572
Aclara Biosciences Inc,2006,0.6742208525567088,0.35851851851851846
Acme Packet Inc,2006,0.0,0.057118545121288555
Acme Packet Inc,2007,0.0,0.11017500732546581
Acme Packet Inc,2008,0.0,0.03196502971108528
Acme Packet Inc,2009,0.057942708333333336,0.0
Acme Packet Inc,2010,0.11788384834538672,0.0
Acme Packet Inc,2011,0.0,0.48
Acme Packet Inc,2012,0.0,0.38222222222222213
Acme Packet Inc,2013,0.0,0.0
Acme Packet Inc,2014,0.0,0
Acme Packet Inc,2016,0.18518518518518512,0.0
Acorda Therapeutics Inc,1998,0.6399999999999999,0.0
Acorda Therapeutics Inc,2003,0.6399999999999999,0.625
Acorda Therapeutics Inc,2004,0,0
Acorda Therapeutics Inc,2005,0.2222222222222222,0
Acorda Therapeutics Inc,2006,0.345,0.10666666666666662
Acorda Therapeutics Inc,2007,0.28,0
Acorda Therapeutics Inc,2008,0.3703703703703704,0.4722222222222222
Acorda Therapeutics Inc,2009,0.5555555555555556,0.0
Acorda Therapeutics Inc,2010,0.6411729511749298,0.125
Acorda Therapeutics Inc,2011,0.49470625083852227,0.0
Acorda Therapeutics Inc,2012,0.4963579604578564,0.0390625
Acorda Therapeutics Inc,2013,0.4485444661046765,0.05555555555555554
Acorda Therapeutics Inc,2014,0.43565771022771016,0.0625
Acorda Therapeutics Inc,2015,0.3849439306972789,0.0
Acorda Therapeutics Inc,2016,0.5486133820859467,0.0
Acorn Products Inc,2004,0.4444444444444444,0.31999999999999984
Acorn Products Inc,2008,0.6694101508916324,0.2777777777777777
Acorn Products Inc,2009,0.42000000000000004,0.59375
Acorn Products Inc,2013,0.375,0.0
Acorn Products Inc,2015,0.4574652777777778,0.0
Acres Gaming,1997,0.09505208333333331,0.19245969992330658
Acres Gaming,1998,0.19010318231271994,0.29365268175888737
Acres Gaming,1999,0.3553719008264463,0.3588
Acres Gaming,2000,0.344883401920439,0.4424489795918367
Acres Gaming,2001,0.18117170004717317,0.16962796927988544
Acres Gaming,2002,0.1639872880334014,0.06736395777786854
Acres Gaming,2003,0.15778958340741925,0.031572448530490495
Acres Gaming,2004,0.10282119165207435,0.1317011458257421
Acres Gaming,2005,0.24588577542282494,0.10600127473573488
Acres Gaming,2006,0.2007093379665295,0.07399464289218413
ACSYS Inc,2002,0.40362811791383213,0.375
ACSYS Inc,2013,0.8888888888888888,0
Actel,1987,0.5,0.24489795918367352
Actel,1988,0.6165306122448979,0.6315845959595959
Actel,1989,0.34036823443974534,0.5434254386972894
Actel,1990,0.13645833333333332,0.4440823875212678
Actel,1991,0.27867832427088485,0.48579245989187797
Actel,1992,0.33071139024365487,0.430570387668432
Actel,1993,0.38793421537577377,0.4233039143612931
Actel,1994,0.3644877803164711,0.4292806797764614
Actel,1995,0.40424405032227284,0.31742523666496814
Actel,1996,0.3752228860861767,0.2548400483927397
Actel,1997,0.3588339532150749,0.24924991512322753
Actel,1998,0.32192717223976797,0.2685186133252613
Actel,1999,0.3637200196719972,0.20602256675271738
Actel,2000,0.3756092207316741,0.41023908881477894
Actel,2001,0.4341720693454897,0.5164386077776633
Actel,2002,0.30310034722222223,0.4633706726706367
Actel,2003,0.41590312836815724,0.3311029401675436
Actel,2004,0.4414413365847637,0.36779030791897765
Actel,2005,0.41613080966269045,0.3375324818619197
Actel,2006,0.5245621912751641,0.3296877805719077
Actel,2007,0.3386095257700354,0.33121362720454506
Actel,2008,0.3937632910596199,0.2189595945877234
Actel,2009,0.47630256737224314,0.24122197757022287
Actel,2010,0.4157621908733401,0.2749944786671428
Actel,2011,0.496659848505986,0.27513327668208803
Actel,2012,0.49663801168116795,0.45702364554637287
Actel,2013,0.4358974358974359,0.5855999999999999
Action Performance Companies,1998,0,0.0
Action Performance Companies,1999,0,0
Actions Semiconductor,2011,0.0,0
Actions Semiconductor,2012,0.37981481481481477,0.3888888888888889
Actions Semiconductor,2013,0.5370370370370371,0.25
Actions Semiconductor,2014,0.15999999999999992,0.0
Actions Semiconductor,2015,0.0,0
Active Power Inc,1998,0.13265306122448983,0.23818525519848766
Active Power Inc,1999,0.2836341265772994,0.3485996326905417
Active Power Inc,2000,0.38200548176109983,0.3674036281179138
Active Power Inc,2001,0.3763955382361061,0.43221263214499145
Active Power Inc,2002,0.625,0.6666666666666667
Active Power Inc,2003,0.7480066449677086,0.20576131687242796
Active Power Inc,2004,0.685,0
Active Power Inc,2005,0.25,0.40667167590244513
Active Power Inc,2006,0.611434533181099,0.4925018822888632
Active Power Inc,2008,0.7879731975008886,0.5089258233302555
Active Power Inc,2010,0.7353570331644066,0.4420611439842209
Active Power Inc,2011,0.796875,0.4444444444444444
Active Power Inc,2012,0.8959417273673257,0
Active Power Inc,2014,0.5775941230486685,0.7727272727272727
Active Voice,1991,0.0,0.17999999999999994
Active Voice,1994,0.09500000000000008,0.0
Active Voice,1996,0.1453645769550135,0.2067613782460008
Active Voice,1997,0.10367346938775512,0.17416945004920809
Active Voice,1999,0.0,0.13265306122448983
Active Voice,2000,0.0,0.1527777777777779
"ACTIVISION, INC.",1987,0.6111111111111112,0.6446280991735538
"ACTMEDIA, INC.",1992,0.20781893004115223,0.25
"ACTMEDIA, INC.",1993,0.2013888888888889,0.5213888888888889
"ACTMEDIA, INC.",1994,0.34694444444444444,0.59375
"ACTMEDIA, INC.",1995,0.5,0.17999999999999994
Actuate Software Corp,1997,0.48,0.13991769547325106
Actuate Software Corp,1999,0.375,0.08317580340264641
ACTV Inc.,1986,0.5625,0.4079861111111111
ACTV Inc.,1989,0.0,0.3368055555555555
ACTV Inc.,1993,0.40625,0
ACTV Inc.,1996,0.5213770536645315,0.4526714335118459
ACTV Inc.,1997,0.5834329425137841,0.65067405355494
ACTV Inc.,1998,0.19121447028423774,0.43024168753275543
ACTV Inc.,1999,0.5246796891409369,0.5077334919690659
ACTV Inc.,2000,0.12278876170655573,0.39024653979238755
ACTV Inc.,2001,0.536740006340987,0.19077514792899403
ACTV Inc.,2003,0.3016374604998563,0.43648479800083295
ACTV Inc.,2004,0.6840816326530612,0.743801652892562
ACTV Inc.,2006,0.579049768379222,0.4464076918134459
ACTV Inc.,2007,0.5855896294168343,0.5627602617489589
ACTV Inc.,2008,0.6026579632567122,0.4011165617699822
ACTV Inc.,2011,0.6345434670781892,0.26689508506616266
Acuson,1985,0.625,0.375
Acuson,1987,0.48,0.4444444444444444
Acuson,1991,0.38448979591836724,0.21938775510204084
Acuson,1992,0.42937499999999995,0.6185163751714677
Acuson,1993,0.1646090534979424,0.5863467017313172
Acuson,1994,0.3657407407407407,0.3928324876601992
Acuson,1995,0.6490353644652641,0.577666962206098
Acuson,1996,0.4871540206199154,0.5302018395905073
Acuson,1997,0.5549640653706563,0.5301954548057967
Acuson,1998,0.5433046478986688,0.4764985497302834
Acuson,1999,0.5238857238376982,0.42596515860945167
Acuson,2000,0.5598971002880954,0.40374675429466467
Acuson,2001,0.5409208911118399,0.4581354517146132
Acuson,2002,0.5206736971188056,0.4484650016412059
Acuson,2003,0.5064306500672143,0.43923440980915274
Acuson,2004,0.4972887039645119,0.4334353741496598
Acuson,2005,0.5102706593700579,0.3189398966994205
Acuson,2006,0.37109375,0.3333333333333333
Acusphere Inc,1997,0.2603550295857988,0.0
Acusphere Inc,1998,0.25044345300072346,0.5836152939259458
